name, pulu-r30u100

time, 0

directionTo, 0

angle, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796

z, 0.000000, 0.000434, 0.002604, 0.013453, 0.067701, 0.338938, 1.695122, 5.861122, 11.415345, 18.121377, 25.962184, 35.004076, 45.365189, 57.207804, 70.738711, 86.212525, 103.934858, 124.262055, 147.594103, 174.360122, 205.004165, 239.985635, 279.785381, 324.829393, 375.208194, 430.459766, 490.135386, 554.633620, 625.247862, 703.888973, 793.002035, 895.663833, 1015.782345, 1158.370462, 1329.883487, 1538.589253, 1794.851219, 2110.982572, 2500.082334, 2973.998122, 3534.808049, 4163.039442, 4759.329208, 5355.618974, 5920.931489, 6453.283991, 6963.478715, 7455.778999, 7931.831262, 8391.915558, 8835.481672, 9261.409536, 9668.150858, 10054.396347, 10418.306059, 10757.437343, 11069.260068, 11351.379762, 11601.931050, 11820.413918, 12010.669382, 12071.141012, 12131.612642, 12182.851647, 12234.090652, 12260.813053, 12287.535454, 12302.818787, 12318.102120, 12326.794606, 12335.487092, 12340.295672, 12345.104253, 12347.714076, 12350.323900, 12351.727210, 12353.130520, 12353.881934, 12354.633347, 12355.034933, 12355.436519, 12355.650949, 12355.865379, 12355.979824, 12356.094270, 12356.155338, 12356.216406, 12356.248987, 12356.281569, 12356.298952, 12356.316335, 12356.325608, 12356.334881, 12356.339828, 12356.344775, 12356.347415, 12356.350054, 12356.351462, 12356.352870, 12356.353621, 12356.354372, 12356.354772, 12356.355173, 12356.355387, 12356.355601, 12356.355715, 12356.355829, 12356.355889, 12356.355950, 12356.355971

x, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000

m_s, 450000000.000000

r, 29.932914, 29.933103, 29.934050, 29.938785, 29.962460, 30.080839, 30.672874, 32.492920, 34.922556, 37.860318, 41.300324, 45.272776, 49.829790, 55.041224, 60.993292, 67.787174, 75.535341, 84.352645, 94.338608, 105.548580, 117.956446, 131.418762, 145.649534, 160.204154, 174.492212, 187.932660, 200.270159, 211.684442, 222.598806, 233.512233, 244.952350, 257.488739, 271.769121, 288.568747, 308.852384, 333.848289, 365.124362, 404.629521, 454.627217, 517.531356, 594.842918, 685.348881, 775.442369, 870.161754, 964.892686, 1059.237301, 1155.181223, 1253.883560, 1356.248233, 1463.122833, 1575.409062, 1694.149761, 1820.620948, 1956.666559, 2104.674086, 2267.764238, 2450.383406, 2659.191277, 2904.956692, 3207.718049, 3619.003678, 3809.710045, 4056.307064, 4338.401435, 4746.514992, 5054.343301, 5492.523988, 5851.959669, 6368.636980, 6794.676695, 7414.855799, 7917.823903, 8655.710412, 9246.716428, 10117.043274, 10809.840295, 11831.826626, 12643.122938, 13840.871303, 14790.529177, 16193.085329, 17304.489136, 18946.243134, 20246.822933, 22168.213109, 23690.099579, 25938.546976, 27719.355418, 30350.405550, 32434.160862, 35512.841537, 37951.064064, 41553.484785, 44406.462709, 48621.691744, 51959.970929, 56892.234834, 60798.362683, 66569.621811, 71140.188132, 77893.151360, 83241.176609, 91142.829557, 97400.559466, 106646.293298, 113968.468958, 124786.911751, 133354.596007, 146013.266128, 152111.886407

