name, pulu-r90u250

time, 0

directionTo, 0

angle, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796

z, 0.000000, 0.000058, 0.000347, 0.001794, 0.009027, 0.045192, 0.226016, 1.130139, 5.650754, 18.430469, 35.285247, 55.568971, 79.245850, 106.521951, 137.759286, 173.458634, 214.268823, 261.010895, 314.712645, 376.649426, 448.383881, 531.792187, 629.063142, 742.671196, 875.355955, 1030.118458, 1210.009881, 1417.129777, 1651.080459, 1909.917493, 2194.125417, 2495.810807, 2825.053251, 3192.066536, 3606.204019, 4075.936769, 4607.547927, 5203.664001, 5863.015066, 6581.959083, 7356.441934, 8182.960744, 9058.507991, 9971.057299, 10860.149146, 11726.219873, 12569.865082, 13391.665446, 14192.186601, 14971.979539, 15731.580984, 15906.233994, 15966.758796, 16027.283598, 16090.069078, 16403.996479, 17112.879599, 17817.649971, 18522.462819, 19227.275229, 19932.087644, 20636.900059, 21341.712473, 21993.648319, 22563.342993, 22747.060649, 22930.778305, 23045.085210, 23159.392116, 23218.964778, 23278.537440, 23304.056783, 23329.576126, 23368.813332, 23408.050537, 23429.082728, 23450.114919, 23461.531016, 23472.947113, 23479.114170, 23485.281227, 23488.594700, 23491.908173, 23493.682474, 23495.456774, 23496.405159, 23497.353543, 23497.859990, 23498.366437, 23498.636754, 23498.907070, 23499.051316, 23499.195561, 23499.272522, 23499.349484, 23499.390543, 23499.431603, 23499.453508, 23499.475412, 23499.487098, 23499.498784, 23499.505018, 23499.511252, 23499.514578, 23499.517903, 23499.519677, 23499.521452, 23499.522398, 23499.523344, 23499.523849, 23499.524354, 23499.524624, 23499.524893, 23499.525037, 23499.525180, 23499.525257, 23499.525334, 23499.525374, 23499.525415, 23499.525437, 23499.525459, 23499.525471, 23499.525482, 23499.525488, 23499.525490

x, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000

m_s, 450000000.000000

r, 89.798741, 89.798766, 89.798892, 89.799518, 89.802651, 89.818317, 89.896644, 90.288295, 92.246913, 97.787054, 105.100377, 113.910287, 124.203994, 136.072539, 149.672676, 165.217734, 182.978628, 203.289085, 226.551504, 253.239015, 283.886212, 319.056934, 359.275486, 404.915628, 456.063226, 512.381079, 572.968017, 636.197810, 699.864344, 762.263031, 823.363079, 882.288731, 942.118376, 1005.603536, 1075.245573, 1153.473392, 1242.531857, 1344.279800, 1460.123483, 1591.223792, 1738.826789, 1904.491595, 2090.176446, 2296.144095, 2510.468786, 2733.768781, 2966.752037, 3210.186923, 3464.909960, 3731.834276, 4011.959481, 4079.438925, 4103.106054, 4126.930288, 4151.875219, 4280.396025, 4595.108227, 4945.568187, 5340.846528, 5792.551731, 6319.685077, 6955.483603, 7765.032318, 8798.483740, 10202.332016, 10873.323179, 11765.547614, 12511.897667, 13523.385813, 14228.914887, 15144.342607, 15633.860827, 16208.570846, 17337.603977, 18987.763711, 20287.386583, 22187.615381, 23704.956103, 25932.136501, 27708.307795, 30323.125619, 32402.424887, 35468.739965, 37902.390168, 41494.527382, 44342.527983, 48548.246261, 51880.915827, 56803.566940, 60703.257150, 66464.187770, 71027.297664, 77768.738654, 83108.086128, 90996.604353, 97244.209697, 106474.789968, 113785.137259, 124585.982769, 133139.838209, 145778.001119, 155786.882023, 170574.859672, 182286.264276, 199589.722085, 213293.249314, 233540.060166, 249574.570621, 273265.393597, 292027.388755, 319748.048354, 341701.475185, 374137.446953, 399825.170352, 437778.530921, 467835.757658, 512245.018268, 547415.004377, 599378.318255, 640530.748273, 701333.065679, 749485.558232, 820630.400708, 876973.672212, 892288.718944

