name, pulu-r30u200

time, 0

directionTo, 0

angle, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796

z, 0.000000, 0.000217, 0.001302, 0.006727, 0.033850, 0.169469, 0.847561, 4.238022, 9.352334, 15.649991, 23.061861, 31.626796, 41.442385, 52.653022, 65.450617, 80.081946, 96.861208, 116.187654, 138.568254, 164.644358, 195.218997, 231.278300, 274.000437, 324.756217, 385.121726, 456.885684, 541.842475, 640.991932, 753.745503, 879.243174, 1017.176327, 1167.115945, 1335.690198, 1529.308611, 1755.540407, 2023.257144, 2341.778758, 2718.324296, 3155.283357, 3652.336696, 4214.650002, 4866.888228, 5693.326516, 6475.952514, 7161.388921, 7806.562700, 8424.503986, 9020.208584, 9595.322177, 10149.779831, 10682.483078, 11191.627756, 11675.253923, 12131.459439, 12557.138685, 12949.043664, 13304.071089, 13619.741448, 13895.178081, 14134.316096, 14213.448041, 14292.579986, 14359.660941, 14426.741896, 14460.983259, 14495.224621, 14514.665025, 14534.105428, 14545.156464, 14556.207499, 14562.327999, 14568.448498, 14571.773425, 14575.098353, 14576.887073, 14578.675793, 14579.633817, 14580.591841, 14581.103911, 14581.615981, 14581.889422, 14582.162864, 14582.308810, 14582.454756, 14582.532633, 14582.610511, 14582.652062, 14582.693613, 14582.715781, 14582.737949, 14582.749775, 14582.761601, 14582.767910, 14582.774219, 14582.777585, 14582.780950, 14582.782746, 14582.784541, 14582.785499, 14582.786457, 14582.786968, 14582.787479, 14582.787751, 14582.788024, 14582.788169, 14582.788315, 14582.788392, 14582.788470, 14582.788511, 14582.788553, 14582.788556

x, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000

m_s, 450000000.000000

r, 29.932914, 29.933006, 29.933470, 29.935785, 29.947364, 30.005256, 30.294715, 31.741907, 33.924490, 36.611114, 39.771228, 43.419700, 47.595423, 52.355618, 57.775205, 63.948442, 70.991894, 79.048111, 88.289085, 98.917670, 111.163488, 125.268009, 141.453438, 159.875671, 180.571206, 203.403235, 227.979956, 253.545871, 279.119325, 304.127592, 328.558297, 352.656026, 377.811557, 405.223818, 436.214009, 472.305282, 515.169093, 566.339197, 626.859734, 697.553078, 780.231989, 880.153291, 1013.805619, 1148.808884, 1275.016817, 1401.879978, 1532.129146, 1667.438460, 1809.151435, 1958.568945, 2117.111011, 2286.453087, 2468.828474, 2667.399148, 2886.082646, 3130.426732, 3408.711011, 3734.266517, 4131.641560, 4661.725931, 4915.017185, 5242.614387, 5618.187674, 6164.082195, 6568.625294, 7144.845777, 7614.185506, 8288.263258, 8843.336317, 9650.581363, 10305.502860, 11265.732901, 12035.150339, 13167.838438, 14069.691417, 15399.843130, 16455.892812, 18014.843170, 19250.952888, 21076.487840, 22523.103244, 24659.976493, 26352.806652, 28853.649291, 30834.519408, 33761.052933, 36078.925321, 39503.446483, 42215.624973, 46222.772644, 49396.316285, 54085.153074, 57798.532495, 63284.987868, 67630.024594, 74049.757715, 79133.894049, 86645.646023, 92594.601457, 101384.119226, 108344.998976, 118629.627591, 126774.560050, 138808.616628, 148339.009657, 162420.071795, 173571.593086, 190047.857170, 203096.261794, 222375.153056, 224495.758644

