name, pulu-r90u200

time, 0

directionTo, 0

angle, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796

z, 0.000000, 0.000072, 0.000434, 0.002242, 0.011283, 0.056490, 0.282520, 1.412674, 7.063443, 20.492845, 37.840548, 58.603777, 82.794540, 110.647261, 142.546694, 179.013794, 220.713608, 268.473545, 323.305038, 386.420292, 459.233115, 543.334896, 640.453701, 752.432030, 881.234452, 1028.804064, 1196.329595, 1383.154917, 1587.604264, 1810.009695, 2053.917585, 2318.756642, 2614.737713, 2951.591694, 3339.250174, 3786.628572, 4299.097692, 4876.478505, 5514.337613, 6207.661036, 6953.108392, 7748.957088, 8594.214675, 9487.863071, 10389.377526, 11267.637877, 12123.157334, 12956.524481, 13768.312917, 14559.081387, 15329.374171, 15532.259623, 15735.145076, 15902.563079, 15956.445174, 16010.327269, 16058.961870, 16302.134874, 17011.761990, 17716.524678, 18421.337606, 19126.150015, 19830.962430, 20535.774845, 21176.236885, 21726.967637, 21908.677959, 22090.388281, 22245.810979, 22401.233677, 22474.916892, 22548.600108, 22589.424231, 22630.248353, 22653.511974, 22676.775595, 22689.767673, 22702.759751, 22709.857974, 22716.956197, 22720.785993, 22724.615789, 22726.669852, 22728.723916, 22729.822565, 22730.921214, 22731.508080, 22732.094946, 22732.408232, 22732.721518, 22732.888704, 22733.055891, 22733.145096, 22733.234301, 22733.281894, 22733.329486, 22733.354877, 22733.380267, 22733.393812, 22733.407358, 22733.414584, 22733.421810, 22733.425665, 22733.429520, 22733.431576, 22733.433632, 22733.434730, 22733.435827, 22733.436412, 22733.436997, 22733.437309, 22733.437621, 22733.437788, 22733.437955, 22733.438043, 22733.438132, 22733.438180, 22733.438227, 22733.438252, 22733.438278, 22733.438291, 22733.438305, 22733.438312, 22733.438315

x, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000

m_s, 450000000.000000

r, 89.798741, 89.798773, 89.798931, 89.799720, 89.803668, 89.823405, 89.922091, 90.415557, 92.883775, 98.755422, 106.351614, 115.458813, 126.088092, 138.347195, 152.408100, 168.498825, 186.903024, 207.960887, 232.065808, 259.649229, 291.142858, 326.907194, 367.124496, 411.675303, 460.028973, 511.150321, 563.427816, 614.892240, 664.145949, 711.233129, 757.384381, 803.289317, 851.543533, 904.454527, 964.356582, 1033.545552, 1113.959981, 1206.854660, 1312.918015, 1432.807319, 1567.567031, 1718.734283, 1888.310781, 2078.746234, 2283.779390, 2497.501423, 2720.599020, 2953.856941, 3198.145295, 3454.429457, 3723.783282, 3798.288766, 3874.379951, 3938.403356, 3959.252031, 3980.221024, 3999.297616, 4097.156142, 4407.662603, 4757.636849, 5158.784754, 5627.312604, 6191.799906, 6908.026799, 7796.528722, 8948.227223, 9491.216511, 10191.195816, 11002.922227, 12199.348402, 13032.403829, 14219.424730, 15161.998162, 16508.685665, 17614.789361, 19215.289449, 20518.971826, 22424.494204, 23956.147250, 26207.328885, 28002.590129, 30648.309215, 32750.367501, 35852.185148, 38312.484963, 41945.192324, 44824.340820, 49076.821549, 52445.909297, 57422.825322, 61365.111136, 67189.258564, 71802.199255, 78617.439259, 84015.087513, 91989.852685, 98305.671927, 107637.104662, 115027.266638, 125946.079259, 134593.324367, 147369.495532, 157487.650769, 172437.096322, 184276.362279, 201768.744046, 215621.881546, 236089.746385, 252299.315682, 276248.790305, 295215.621797, 323238.927532, 345432.033424, 378222.130207, 404190.302212, 442558.023836, 472943.403680, 517837.507932, 553391.466235, 605922.095690, 647523.811873, 708989.945479, 757668.148140, 785944.263051

u, 200.000000, 199.999993, 199.999956, 199.999771, 199.998848, 199.994232, 199.971145, 199.855584, 199.274597, 197.873470, 196.024515, 193.760811, 191.065312, 187.901782, 184.224941, 179.986592, 175.141971, 169.658263, 163.526684, 156.779089, 149.508656, 141.890932, 134.196276, 126.781654, 120.056213, 114.428278, 110.236704, 107.648723, 106.572949, 106.727271, 107.797930, 109.473857, 111.553184, 113.878738, 116.311699, 118.721795, 120.990421, 123.027485, 124.790238, 126.282623, 127.535219, 128.584412, 129.460238, 130.181142, 130.731849, 131.114177, 131.342845, 131.423011, 131.353920, 131.130999, 130.747068, 130.615782, 130.471047, 130.341139, 130.297263, 130.252371, 130.206539, 129.872959, 127.930739, 124.592393, 119.796427, 113.390106, 105.083126, 94.351093, 81.652848, 67.202894, 61.305718, 54.552361, 47.820602, 39.735095, 35.164673, 29.829975, 26.377975, 22.368999, 19.707266, 16.610689, 14.591215, 12.236974, 10.731851, 8.975327, 7.865155, 6.568975, 5.754251, 4.802860, 4.206387, 3.509813, 3.073631, 2.564234, 2.245452, 1.873158, 1.640247, 1.368237, 1.198092, 0.999385, 0.875101, 0.729954, 0.639175, 0.533156, 0.466850, 0.389413, 0.340983, 0.284423, 0.249050, 0.207740, 0.181904, 0.151731, 0.132860, 0.110822, 0.097040, 0.080943, 0.070877, 0.059120, 0.051767, 0.043180, 0.037810, 0.031538, 0.027616, 0.023035, 0.020170, 0.016825, 0.014732, 0.012289, 0.010760, 0.010000

m, 14769811.095127, 14769811.413613, 14769813.006043, 14769820.968232, 14769860.780095, 14770059.862382, 14771055.848086, 14776050.123646, 14801378.968480, 14863941.511011, 14949600.884972, 15059113.789152, 15195990.165025, 15365463.231679, 15574415.952439, 15831591.543104, 16147944.831642, 16537082.751597, 17015740.132288, 17604194.836928, 18326472.245208, 19210205.429181, 20286268.867358, 21588813.087693, 23156277.564903, 25031424.850387, 27253774.219320, 29844308.753201, 32812422.729072, 36197463.084198, 40092765.126793, 44530265.329422, 49729983.261479, 55931125.215432, 63402230.743478, 72413488.478039, 83171790.206877, 95752885.488353, 110102413.009016, 126105552.329272, 143641752.119400, 162590428.915523, 182814009.564024, 204141633.654513, 225445095.741186, 245860562.144275, 265316184.932308, 283769381.206587, 301198865.921416, 317600072.504523, 332981496.266712, 336929880.240446, 340834053.945934, 344021976.590089, 345041431.138007, 346057677.841320, 346971064.280608, 351474544.904775, 364001377.420248, 375516519.049263, 386094568.632094, 395724942.175008, 404397350.030766, 412092809.051142, 418203204.226029, 422728984.061921, 424057228.630763, 425292634.563597, 426266813.972723, 427152067.802169, 427534703.915587, 427888182.217341, 428068983.372638, 428236600.335965, 428324964.033185, 428406862.294854, 428449145.586483, 428488308.873540, 428508073.907104, 428526374.360343, 428535491.554579, 428543932.222110, 428548111.692209, 428551980.927210, 428553891.452624, 428555660.158591, 428556532.346400, 428557339.793268, 428557737.705626, 428558106.082619, 428558287.560598, 428558455.568526, 428558538.322309, 428558614.933844, 428558652.666196, 428558687.597955, 428558704.801579, 428558720.728311, 428558728.571912, 428558735.833343, 428558739.409408, 428558742.720050, 428558744.350443, 428558745.859826, 428558746.603149, 428558747.291301, 428558747.630194, 428558747.943933, 428558748.098440, 428558748.241478, 428558748.311920, 428558748.377133, 428558748.409249, 428558748.438980, 428558748.453622, 428558748.467178, 428558748.473853, 428558748.480033, 428558748.483076, 428558748.485894, 428558748.487282, 428558748.488566, 428558748.489199, 428558748.489468

