name, pulu-r90u100

time, 0

directionTo, 0

angle, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796

z, 0.000000, 0.000145, 0.000868, 0.004484, 0.022567, 0.112979, 0.565041, 2.825348, 13.950932, 29.819643, 49.360262, 72.480484, 99.405725, 130.545916, 166.453928, 207.794018, 255.272376, 309.472953, 370.565822, 438.035890, 510.865860, 581.847773, 650.657252, 719.250065, 790.624872, 870.787326, 966.000012, 1060.924541, 1154.663110, 1256.916243, 1371.721538, 1500.127831, 1646.182675, 1814.446924, 2010.369189, 2240.396890, 2503.372415, 2805.704374, 3164.148946, 3596.402217, 4095.200763, 4664.318979, 5304.855098, 5976.413545, 6684.689955, 7439.873475, 8249.460463, 9120.888946, 10031.816116, 10919.334690, 11783.872901, 12626.025278, 13446.371462, 14245.476093, 15023.889184, 15782.146512, 16043.712977, 16305.279443, 17014.712936, 17719.477623, 18400.723629, 18989.237692, 19486.110583, 19908.756971, 20037.855134, 20166.953296, 20269.347966, 20371.742636, 20423.905741, 20476.068847, 20506.116675, 20536.164504, 20553.661099, 20571.157693, 20581.015146, 20590.872598, 20596.272074, 20601.671550, 20604.586427, 20607.501304, 20609.064768, 20610.628233, 20611.464460, 20612.300687, 20612.747364, 20613.194041, 20613.432487, 20613.670932, 20613.798178, 20613.925425, 20613.993319, 20614.061213, 20614.097435, 20614.133658, 20614.152983, 20614.172307, 20614.182616, 20614.192926, 20614.198425, 20614.203925, 20614.206859, 20614.209793, 20614.211358, 20614.212923, 20614.213758, 20614.214593, 20614.215039, 20614.215484, 20614.215722, 20614.215959, 20614.216086, 20614.216213, 20614.216281, 20614.216348, 20614.216384, 20614.216420, 20614.216440, 20614.216459, 20614.216469, 20614.216477

x, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000

m_s, 450000000.000000

r, 89.798741, 89.798809, 89.799145, 89.800828, 89.809240, 89.851302, 90.061642, 91.114073, 96.312210, 103.778588, 113.058437, 124.163250, 137.270399, 152.669128, 170.750465, 192.001005, 216.969910, 246.159912, 279.783157, 317.411650, 357.773982, 395.583222, 429.317443, 458.713095, 483.845477, 505.248089, 522.619771, 533.819386, 541.440460, 547.995194, 554.840195, 562.989680, 573.498985, 587.373004, 605.646443, 629.438350, 658.992708, 695.291019, 740.758304, 798.331610, 867.843703, 950.695392, 1048.166779, 1155.088198, 1273.223563, 1405.571574, 1555.335153, 1726.543019, 1917.904295, 2118.152504, 2328.193601, 2549.136972, 2782.287234, 3029.188086, 3291.685781, 3572.019899, 3675.193709, 3784.296443, 4120.570892, 4529.597251, 5033.076561, 5615.435679, 6315.395226, 7254.924153, 7678.957719, 8231.858867, 8826.413413, 9683.499450, 10311.560154, 11196.245630, 11919.185592, 12946.111547, 13803.855126, 15042.501021, 16058.701611, 17543.517310, 18739.757366, 20498.114840, 21901.242445, 23969.321998, 25612.707803, 28037.910514, 29961.620179, 32802.177348, 35053.529863, 38378.852198, 41013.400468, 44905.291061, 47988.120658, 52542.584367, 56149.893005, 61479.417262, 65700.386132, 71936.678472, 76875.671368, 84172.893542, 89952.034327, 98490.601769, 105252.792415, 115243.828183, 123156.281349, 134846.832341, 144105.205541, 157784.348757, 168617.582166, 184623.571343, 197299.548772, 216028.177693, 230860.350665, 252774.739706, 270129.878396, 295771.926186, 316079.188854, 346082.972107, 369844.517304, 404951.970136, 432755.374064, 473834.634457, 506367.420568, 541459.350575

