name, pulu-r50u100

time, 0

directionTo, 0

angle, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796

z, 0.000000, 0.000260, 0.001562, 0.008072, 0.040620, 0.203363, 1.017073, 5.085627, 13.013194, 23.040293, 34.978712, 48.873015, 64.879627, 83.233732, 104.239754, 128.267095, 155.741407, 187.122771, 222.866066, 263.375439, 308.993451, 360.063804, 416.999824, 477.807693, 545.813566, 618.730256, 695.466627, 777.042183, 865.469118, 963.264336, 1073.424504, 1199.584083, 1346.237163, 1518.975888, 1724.686514, 1971.603279, 2269.088979, 2627.023118, 3054.750513, 3559.767547, 4145.289245, 4757.620063, 5426.458152, 6201.929522, 7089.619577, 7943.188917, 8704.718828, 9423.391539, 10111.731800, 10774.336316, 11412.379687, 12025.235728, 12611.173975, 13167.715104, 13693.213079, 14184.224382, 14637.035143, 15048.043641, 15414.270334, 15734.351662, 15810.486573, 15886.621483, 15950.260445, 15978.011031, 15994.763834, 16011.516636, 16027.217184, 16105.719921, 16230.163853, 16274.806351, 16319.448850, 16362.148722, 16404.848595, 16425.542843, 16446.237091, 16457.638318, 16469.039544, 16475.432789, 16481.826034, 16485.352666, 16488.879298, 16490.794016, 16492.708734, 16493.738988, 16494.769242, 16495.321161, 16495.873081, 16496.168130, 16496.463179, 16496.620747, 16496.778315, 16496.862419, 16496.946523, 16496.991403, 16497.036283, 16497.060229, 16497.084174, 16497.096949, 16497.109725, 16497.116540, 16497.123356, 16497.126991, 16497.130627, 16497.132567, 16497.134507, 16497.135541, 16497.136576, 16497.137128, 16497.137680, 16497.137975, 16497.138269, 16497.138426, 16497.138583, 16497.138667, 16497.138751, 16497.138796, 16497.138840, 16497.138864, 16497.138880

x, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000

m_s, 450000000.000000

r, 49.888190, 49.888306, 49.888887, 49.891790, 49.906307, 49.978896, 50.341911, 52.158751, 55.707208, 60.210882, 65.594725, 71.888791, 79.174525, 87.569623, 97.222271, 108.305419, 121.004472, 135.490693, 151.872928, 170.128516, 190.033335, 211.122271, 232.684435, 253.056633, 272.471365, 289.689609, 304.587067, 317.835024, 330.253506, 342.622286, 355.681463, 370.177074, 386.914832, 406.816177, 430.972678, 460.689233, 497.500519, 543.143761, 599.476949, 668.358967, 751.358956, 841.815604, 945.109447, 1071.247982, 1225.108507, 1384.136509, 1536.880851, 1692.244218, 1853.316003, 2022.147286, 2200.494731, 2390.136937, 2593.075286, 2811.726090, 3049.828137, 3311.789568, 3603.754736, 3934.812639, 4319.437576, 4783.725377, 4923.888719, 5081.094049, 5228.881915, 5298.971480, 5343.176015, 5389.002524, 5433.779701, 5689.740357, 6264.738596, 6559.465635, 6939.014458, 7433.947267, 8176.583690, 8712.879892, 9488.884744, 10109.986602, 11008.432977, 11742.221981, 12812.244618, 13678.565539, 14949.894006, 15968.631658, 17468.819690, 18663.730161, 20426.321995, 21826.107124, 23892.583382, 25531.404458, 27951.730958, 29869.868350, 32703.279465, 34948.027537, 38264.241257, 40891.027911, 44771.845147, 47845.577375, 52386.841596, 55983.497212, 61297.430807, 65505.929773, 71723.890175, 76648.289047, 83924.005866, 89686.068269, 98199.438062, 104941.644049, 114903.174736, 122792.243044, 134448.256851, 143679.266899, 157317.989856, 168119.205293, 184077.893542, 196716.406504, 215389.685347, 230178.020984, 252027.642846, 269331.487348, 285138.388798

u, 100.000000, 99.999964, 99.999783, 99.998881, 99.994369, 99.971803, 99.858896, 99.292398, 98.180067, 96.759838, 95.054914, 93.060090, 90.760488, 88.139443, 85.184700, 81.895842, 78.294344, 74.436586, 70.427805, 66.430790, 62.660318, 59.360174, 56.772703, 55.147887, 54.489071, 54.816422, 55.950308, 57.685949, 59.862062, 62.350779, 65.039515, 67.819671, 70.581345, 73.212497, 75.602026, 77.646778, 79.262157, 80.394075, 81.027480, 81.186356, 80.923685, 80.361785, 79.549404, 78.431486, 76.957245, 75.334421, 73.685409, 71.916633, 69.986187, 67.861692, 65.515090, 62.921296, 60.058268, 56.907823, 53.447290, 49.666325, 45.562780, 41.142751, 36.416636, 31.379465, 30.005656, 28.544022, 27.244278, 26.652348, 26.286947, 25.914377, 25.556005, 23.614119, 19.878195, 18.262525, 16.435558, 14.416296, 11.995518, 10.597695, 8.963156, 7.909140, 6.682073, 5.878522, 4.942209, 4.338212, 3.633576, 3.185612, 2.662675, 2.332980, 1.948003, 1.706281, 1.424000, 1.247109, 1.040528, 0.911200, 0.760164, 0.665655, 0.555282, 0.486235, 0.405597, 0.355159, 0.296253, 0.259411, 0.216384, 0.189473, 0.158045, 0.138390, 0.115435, 0.101079, 0.084313, 0.073827, 0.061581, 0.053922, 0.044978, 0.039384, 0.032851, 0.028766, 0.023994, 0.021010, 0.017525, 0.015346, 0.012800, 0.011208, 0.010000

m, 2279291.835668, 2279292.154154, 2279293.746593, 2279301.709023, 2279341.526968, 2279540.761609, 2280540.553653, 2285629.479000, 2295969.788768, 2309832.172613, 2327438.271711, 2349370.642004, 2376458.754200, 2409768.610558, 2450619.852803, 2500604.239707, 2561583.955200, 2635643.621907, 2724977.673697, 2831748.415225, 2958060.728092, 3106240.353371, 3279290.666206, 3473172.687689, 3701594.898544, 3961081.595599, 4251567.625627, 4580883.680192, 4962246.859072, 5413443.762448, 5957715.738581, 6625697.283461, 7458157.034829, 8509476.596599, 9851595.846960, 11577625.393993, 13803584.289299, 16666010.093060, 20312887.489045, 24886897.651613, 30490916.072761, 36630457.117570, 43589635.992938, 51897565.850484, 61601662.367237, 71009295.660249, 79376792.777170, 87184673.964727, 94529346.639622, 101431256.271639, 107882778.073071, 113865803.059989, 119359579.567168, 124344887.435336, 128817901.706186, 132766890.571416, 136186890.954472, 139082428.926532, 141469975.575782, 143381659.496499, 143808535.447664, 144223406.145422, 144560362.627434, 144704338.682636, 144790352.250256, 144875658.229073, 144954914.535501, 145340526.535504, 145910114.341688, 146099534.577354, 146279378.914948, 146440863.404457, 146589676.629899, 146656102.950689, 146717796.575324, 146749293.714130, 146778559.217222, 146793763.853287, 146807872.121900, 146815072.227343, 146821745.738677, 146825094.294244, 146828196.071873, 146829737.623227, 146831165.151608, 146831871.310742, 146832525.147394, 146832847.860478, 146833146.642179, 146833293.950430, 146833430.330158, 146833497.532520, 146833559.748185, 146833590.396877, 146833618.771052, 146833632.746686, 146833645.685092, 146833652.057380, 146833657.956722, 146833660.862085, 146833663.551810, 146833664.876443, 146833666.102759, 146833666.706687, 146833667.265790, 146833667.541132, 146833667.796037, 146833667.921570, 146833668.037785, 146833668.095018, 146833668.148002, 146833668.174095, 146833668.198252, 146833668.210148, 146833668.221161, 146833668.226585, 146833668.231606, 146833668.234079, 146833668.235637

