name, pulu-r70u100

time, 0

directionTo, 0

angle, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796, 1.570796

z, 0.000000, 0.000186, 0.001116, 0.005766, 0.029015, 0.145259, 0.726481, 3.632591, 13.224612, 26.150391, 41.839538, 60.269696, 81.623534, 106.209396, 134.435635, 166.793616, 203.826405, 246.062161, 293.904466, 347.528209, 406.914910, 471.912462, 537.072734, 604.427836, 677.747367, 763.317232, 851.103110, 942.199001, 1039.325157, 1145.442882, 1263.764441, 1397.979711, 1552.505645, 1732.725718, 1945.159036, 2197.435506, 2497.935508, 2855.098903, 3276.656229, 3768.968904, 4336.293928, 4961.299869, 5616.931827, 6320.468036, 7088.611716, 7946.114129, 8868.181115, 9785.774704, 10679.664481, 11550.408571, 12398.606133, 13224.840974, 14029.681783, 14813.682523, 15572.309795, 15774.880921, 15977.452048, 16014.905381, 16052.358715, 16239.625382, 16774.515113, 17281.399620, 17713.098711, 18074.644866, 18261.666638, 18448.688410, 18523.241822, 18597.795234, 18632.235402, 18666.675570, 18696.802640, 18726.929711, 18745.711177, 18764.492643, 18775.946316, 18787.399989, 18793.965469, 18800.530949, 18804.141437, 18807.751925, 18809.701588, 18811.651251, 18812.696686, 18813.742121, 18814.301133, 18814.860146, 18815.158701, 18815.457255, 18815.616616, 18815.775977, 18815.861016, 18815.946056, 18815.991428, 18816.036801, 18816.061008, 18816.085215, 18816.098129, 18816.111043, 18816.117932, 18816.124821, 18816.128497, 18816.132172, 18816.134133, 18816.136093, 18816.137139, 18816.138185, 18816.138743, 18816.139301, 18816.139599, 18816.139897, 18816.140055, 18816.140214, 18816.140299, 18816.140384, 18816.140429, 18816.140474, 18816.140498, 18816.140522, 18816.140535, 18816.140544

x, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000

m_s, 450000000.000000

r, 69.843466, 69.843550, 69.843974, 69.846092, 69.856685, 69.909649, 70.174515, 71.499914, 75.887284, 81.830356, 89.091469, 97.687247, 107.734674, 119.416808, 132.971963, 148.683913, 166.857921, 187.763719, 211.527734, 237.985512, 266.565507, 296.193323, 323.285066, 347.802726, 370.096371, 390.674914, 406.898763, 420.132984, 431.822840, 443.140575, 455.075938, 468.537291, 484.431332, 503.730695, 527.531433, 557.089966, 593.821888, 639.258917, 694.992195, 762.626376, 843.718851, 936.852139, 1038.874045, 1153.494440, 1285.161999, 1440.990213, 1620.290741, 1812.640792, 2015.663128, 2231.023548, 2460.835662, 2707.813282, 2975.532323, 3268.862290, 3592.390452, 3686.971122, 3785.599393, 3804.321160, 3823.317053, 3923.069973, 4260.673911, 4685.498586, 5192.157758, 5829.117267, 6320.199805, 7060.655244, 7495.318552, 8090.408982, 8456.429479, 8918.007022, 9444.798128, 10168.441739, 10794.590901, 11672.382005, 12432.159138, 13524.585977, 14433.472201, 15760.722430, 16833.844593, 18411.672158, 19671.424203, 21528.726821, 23004.539809, 25182.855060, 26910.551594, 29461.941303, 31483.967193, 34470.734266, 36836.962954, 40332.582319, 43101.460377, 47192.167769, 50432.127238, 55218.961047, 59010.097902, 64611.357512, 69047.405782, 75601.556907, 80792.203094, 88461.290844, 94534.884281, 103508.533894, 110615.259386, 121115.361473, 129430.952357, 141717.147508, 151447.230730, 165823.328464, 177208.509058, 194029.999556, 207351.810151, 227034.654256, 242622.516718, 265653.431501, 283892.802814, 310841.296902, 332183.200725, 363715.657002, 388687.836567, 412585.974154

